weapon,distance,direction,zcr,rms,spectral_centroid,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,dataset
p18c,0m,center,0.08579157686781609,0.105943374,2047.7889285438619,-155.07487,113.691574,-11.127031,14.248266,0.23412146,8.738675,1.1854435,11.714367,0.85579973,7.4480906,0.8376396,4.0549192,0.5003678,gun_sound_train
dbs,0m,center,0.0669225933908046,0.0803209,1761.0709218673169,-228.41702,97.00778,10.667909,19.143145,1.4986941,13.37832,3.414233,11.504676,4.6665277,7.580861,5.233011,6.746141,2.6076372,gun_sound_train
slr,0m,center,0.10945357399425287,0.079036795,2761.995427328114,-236.18842,72.4114,11.250739,19.303947,-2.118222,11.650997,-4.0870776,9.018629,-1.9725811,4.234143,-0.45993924,5.6584225,1.9149026,gun_sound_train
m4,400m,back,0.13291352370689655,0.02234565,1960.4443884384193,-338.79004,97.2143,-36.89206,-10.855585,-9.936692,-5.6108875,-7.1083846,-6.8528953,-0.19782978,-1.7251658,-4.370532,1.0659142,-1.4926537,gun_sound_train
ump,0m,center,0.09060704022988506,0.08346878,2026.582229349882,-255.92659,106.523346,25.871761,13.91305,3.4166253,7.4117923,0.74139273,4.1295424,1.6997561,4.5278993,0.76778877,6.21768,0.945038,gun_sound_train
ak,50m,left,0.15928632363505746,0.049956765,2540.840740789304,-207.71567,81.948654,-48.044018,12.521041,-3.378846,21.256195,10.362957,12.557475,-0.13064381,3.5865967,-3.7075458,2.2300608,-2.637971,gun_sound_train
m4,50m,left,0.12380455280172414,0.05398769,2186.288287513141,-305.29117,76.00472,22.304956,19.049824,2.5686004,11.478224,1.7391763,2.1579401,-2.0228267,0.12553553,-3.918408,-0.85363436,-2.4806197,gun_sound_train
vss,0m,center,0.10016500538793104,0.056542687,2396.46808502318,-336.11047,55.94694,15.881917,14.754216,4.8032293,6.3420525,-1.3034248,2.002294,-0.32941872,1.5148041,-1.025831,3.1353233,2.1896398,gun_sound_train
m16,0m,center,0.048614852729885055,0.04798569,1413.6187228127749,-286.59787,147.23938,14.162341,13.403998,-1.991589,8.199493,2.7461941,4.4231215,0.044139642,3.2492507,1.2158622,1.3751355,-1.2897621,gun_sound_train
ak,400m,left,0.14576037176724138,0.01916144,2050.3115157857205,-337.1061,96.64535,-41.796745,-9.963453,0.1371242,11.192608,5.069634,1.6959046,-0.22121951,-5.687109,-6.6798096,-4.4524183,-5.646142,gun_sound_train
pp,0m,center,0.14808952945402298,0.028530927,2775.9768127009925,-236.69928,82.54587,-6.647153,15.220899,-8.585416,7.6145453,-7.8250656,7.380152,-3.3549647,4.0489197,-2.904351,3.97024,-1.9471353,gun_sound_train
ump,0m,center,0.16409617456896552,0.06544041,2984.8203793496823,-214.53917,76.40622,2.8724248,16.77811,-7.641456,9.205333,-7.8807554,5.883118,-6.473761,3.887829,-4.8610673,4.6602283,-1.7706455,gun_sound_train
aug,0m,center,0.05351450251436782,0.09103484,1516.9941723053096,-318.03546,75.683975,36.260494,18.296541,3.9900994,6.4080663,3.3121264,4.6355443,0.24946868,3.581441,3.9999022,7.476184,3.8348897,gun_sound_train
r1895,0m,center,0.06971197018678162,0.079969026,2113.454813338642,-215.39696,95.78873,11.229102,17.281757,2.903959,9.413086,0.067344695,5.9608603,2.9687335,4.967369,2.2619152,3.6062937,0.68496764,gun_sound_train
nogun,0m,center,0.007761988146551724,0.010823335,805.9004921177121,-517.7299,133.51987,23.150133,38.029,6.0022926,23.50654,1.5831546,15.143388,-0.75193155,7.4686885,-0.5833838,4.513707,0.004787708,gun_sound_train
m24,200m,right,0.06571592133620689,0.007847538,1283.9091347294475,-526.0709,102.48837,27.596197,-1.5877116,-3.90493,-1.0981175,-3.4296415,-3.6924348,-1.4775778,2.351037,0.9896501,0.23295711,-2.0740426,gun_sound_train
m24,0m,center,0.12374281609195402,0.043647815,2328.5087972695487,-218.20135,105.073006,-9.359238,7.2356744,-3.7467177,11.216093,-3.585887,6.950093,-1.9445108,5.8035574,-1.8183132,3.706784,-3.7837002,gun_sound_train
m24,100m,front,0.055192618534482756,0.0006964995,1154.421912084143,-618.728,168.69725,-9.346135,18.338207,-12.568128,3.1637723,-9.135261,-1.1271197,-6.696477,4.2537246,-2.8487253,3.8283744,-4.526734,gun_sound_train
aug,0m,center,0.11783854166666667,0.118251845,2514.348726018588,-225.92165,71.33576,22.745443,11.570302,-1.5461924,3.5604725,-2.1577785,1.8998197,-3.1536522,0.17568043,-2.2074425,2.2406952,-1.0309241,gun_sound_train
ak,600m,back,0.10862854705459771,0.009714289,2271.0709573478257,-411.7015,88.94683,7.1991014,16.734175,-2.3263276,10.456481,0.18090501,6.0265803,1.6921103,3.7854555,1.64779,3.7875433,-1.1181577,gun_sound_train
m24,400m,right,0.08566249102011494,0.0044608316,1420.1300879701407,-536.14014,138.22446,-17.711973,-11.960713,9.881561,3.1457162,0.3775302,-6.2608743,-5.6955824,2.319104,-2.1750703,-2.0186121,0.6091701,gun_sound_train
m24,600m,right,0.0524481411637931,0.0007530316,1112.9786888561548,-615.138,172.56833,-9.808469,17.124887,-12.6735,4.076503,-8.616517,-0.24931686,-5.7430468,3.744864,-3.8677628,2.4730115,-5.7805157,gun_sound_train
vss,0m,center,0.10707390445402298,0.03915194,2383.911108423233,-360.06573,61.66996,9.54068,12.141888,2.7199378,6.1584916,-1.1312512,3.9172623,1.7850214,4.084476,1.6874739,4.2067056,0.39204806,gun_sound_train
m4,50m,front,0.08766612787356322,0.04460474,1651.4070695909954,-357.31577,73.669846,19.013664,20.61355,-1.7861671,4.0814905,0.16832757,3.7142804,2.2482996,2.4334548,0.424339,0.17195328,-1.7899967,gun_sound_train
pp,0m,center,0.1310894845545977,0.08596115,2716.416350794444,-205.09467,79.59249,-1.054966,14.005309,-0.007136838,9.558542,-0.16215123,6.4860406,1.4957439,1.8608335,-0.20903006,3.5390527,0.3694509,gun_sound_train
r1895,0m,center,0.056511539152298854,0.041732248,2104.224602648154,-278.92108,98.87361,6.4283624,23.0884,-3.4945717,13.2732115,-4.225064,8.565006,-1.4100307,5.9269958,0.71193653,4.1428547,-0.46782267,gun_sound_train
ak,400m,back,0.13147112966954022,0.0100064445,1866.4219807612424,-383.28098,133.22362,-60.72655,5.6991596,-14.158853,-3.668422,0.8640202,-3.9066863,-7.4743323,-0.4832786,-3.3928943,-5.189929,-2.2273626,gun_sound_train
m24,100m,back,0.033388335129310345,0.0019419879,748.3535193697875,-595.3363,195.15244,7.388676,25.439726,-7.5639033,5.9044104,-4.63586,1.0698718,-5.1665154,0.8070591,-6.3310804,-2.3663313,-8.500244,gun_sound_train
p1911,0m,center,0.06508171695402298,0.06457721,1681.5638763581626,-325.4823,87.71492,39.43154,18.37885,4.0154653,7.898077,3.5272343,0.48677805,-2.9777622,-2.5576866,-3.6032412,-2.8253658,-4.3841915,gun_sound_train
m4,600m,front,0.05546762751436782,0.0010487132,1193.4482698172237,-594.0247,163.3332,-4.8820744,14.82499,-9.864954,3.5600817,-7.832232,-0.5203391,-3.7652357,3.1200128,-1.4099728,3.1935902,-2.4796686,gun_sound_train
m24,100m,front,0.06901041666666667,0.0069811065,1365.0316136883393,-536.88116,109.54861,22.461203,-1.663984,-1.618656,-1.6616602,-4.176179,-3.3473563,-1.530479,1.1605583,1.1252307,1.5940523,-1.185265,gun_sound_train
nogun,0m,center,0.01538927801724138,0.009210506,1606.2218200019042,-464.19046,99.50721,9.720788,22.966557,-5.4950457,13.998086,-4.0310473,12.215895,-2.4681406,9.04811,1.94303,8.858893,2.2137334,gun_sound_train
dbs,0m,center,0.08700947377873564,0.07198852,2103.5557082252717,-168.07373,107.048065,-12.322594,19.832071,-0.24335127,12.805572,2.1299589,11.196308,-0.7762812,6.6988797,0.24293599,3.73656,-2.178367,gun_sound_train
dp,0m,center,0.10370644755747127,0.09849211,2489.864454403779,-224.59866,78.24091,11.910163,16.172604,-1.1713165,11.421769,-2.2798848,6.0321445,-1.0416536,2.8221796,-0.53503895,4.273602,2.4837823,gun_sound_train
m4,100m,back,0.1181640625,0.0341835,2039.2402443521003,-332.95096,73.36409,-9.609673,11.022323,-8.197747,3.5893555,1.2623597,0.74852294,-3.9200141,1.1511905,-2.9950287,2.7821736,-1.6606344,gun_sound_train
m4,400m,left,0.06838182471264367,0.00535019,1330.5541649399674,-547.52075,130.76671,12.292886,-3.4790225,2.4470708,-0.47846344,-1.0833235,-2.3730474,-2.0825148,0.10160181,-0.70654106,-0.8272947,-1.2141817,gun_sound_train
m24,100m,back,0.047178071120689655,0.007543444,864.9395776528917,-437.44943,217.06711,-35.93414,9.622322,-6.860887,10.290042,-4.063604,7.735825,-12.585626,1.8883516,-11.64745,-2.536326,-12.151478,gun_sound_train
m4,600m,front,0.055338541666666664,0.0006956354,1164.6350880680568,-619.1278,167.68265,-9.168247,18.465336,-12.993902,3.082167,-9.222392,-0.9284048,-6.370564,3.9943764,-3.153333,3.9032397,-4.4076085,gun_sound_train
awm,0m,center,0.06081065912356322,0.05033293,2223.4626980940857,-283.63913,95.29485,1.7317895,19.210266,-3.0330966,13.287511,-1.242455,8.982827,0.29385218,6.6551943,1.5310441,3.552302,2.1464329,gun_sound_train
m24,100m,left,0.06160762392241379,0.0007906839,1167.4798024053525,-600.5449,175.07994,-22.095875,8.64381,-7.11469,8.596373,-8.301223,-2.2286782,-5.4896593,4.8683667,-3.4014766,2.597408,-4.9765205,gun_sound_train
gro,0m,center,0.1569964529454023,0.035739377,2822.098603321226,-312.26306,75.1251,-2.533445,16.773466,-4.415088,5.730748,-4.1316276,4.3307753,-4.2644973,0.80186254,-2.10912,-0.30628392,-1.4123584,gun_sound_train
pump,0m,center,0.11581806752873564,0.035859305,2058.6355777860354,-248.03282,117.57531,-17.398163,0.5206448,-9.711609,13.468986,0.6809978,5.8540716,-3.1976335,3.5071204,-6.60675,-1.4899386,-2.752495,gun_sound_train
nogun,0m,center,0.04583670079022988,0.0076105213,1059.5296233621723,-405.26895,177.7915,-29.930254,41.601334,-6.2133045,20.648016,-3.8957222,10.811194,-4.1313944,6.7535324,-5.3799214,2.1721056,-7.51831,gun_sound_train
k2,0m,center,0.11591347880747127,0.07988534,2267.7825260916466,-299.08014,79.202484,22.637596,7.444629,-3.004489,3.7265573,-2.9226158,-0.5632261,-3.5149872,-1.053213,-3.9500418,-0.4968285,-3.1932478,gun_sound_train
s12k,0m,center,0.038641567887931036,0.04773859,1473.5596642749695,-336.08307,96.54416,12.139957,12.3931465,3.4189065,8.476672,2.1812155,6.9215584,5.704983,7.4187827,4.512607,6.435115,3.7503536,gun_sound_train
m4,100m,front,0.14215719288793102,0.07905627,2163.147439305009,-235.98885,69.11926,-2.338589,16.939734,-10.72927,5.408211,-0.24292475,4.175283,1.3656424,2.006927,-1.6074884,2.363429,-0.23313588,gun_sound_train
m4,200m,back,0.13366558908045978,0.0321481,1885.3333982453162,-328.06714,104.320885,-23.116583,-12.146653,-15.054875,5.0653815,-3.2239976,-1.7837856,-1.131371,0.6683072,-4.0658574,0.7153704,-1.8864206,gun_sound_train
m24,50m,left,0.10363909841954023,0.010046453,1832.8803893358584,-465.45563,93.12844,3.9690948,9.408598,0.28359523,9.7480135,1.2023404,0.09084934,-3.4943342,0.07538061,-2.7150633,-0.7980865,-2.5541399,gun_sound_train
m24,200m,right,0.07206357758620689,0.004030203,1505.6961865470423,-572.2676,118.82076,11.844396,4.2952466,4.1267385,-0.3347131,-0.5576259,-3.2019377,-4.5931854,-2.5135436,-2.5670037,-1.6970536,-1.6912407,gun_sound_train
m4,50m,front,0.09908741918103449,0.035739645,1793.7559305437858,-407.88464,95.59284,12.56114,-6.6213346,-12.023601,2.2441204,0.41676545,-0.56330484,-0.73877156,-0.9028308,-1.5917569,0.2073808,-0.44104078,gun_sound_train
ump,0m,center,0.1488696569683908,0.05592615,2781.2368953356818,-199.44585,84.51833,0.8684131,15.534847,-5.0260186,9.009128,-6.180692,6.4910727,-5.0637217,3.6988192,-4.7506466,3.589065,-3.7653003,gun_sound_train
m4,50m,left,0.10417789152298851,0.045071367,1808.6629465844749,-355.08716,77.51734,9.492451,-12.735412,-13.782882,6.200011,3.6359522,-0.8698761,-3.2966611,0.5871657,1.4332486,2.3502407,0.88821286,gun_sound_train
ak,100m,right,0.20115503771551724,0.0835639,3033.6438942474265,-90.899,54.501,-49.181465,13.497303,-11.197235,25.684004,11.971531,8.054484,-2.481917,1.7441229,-6.5077295,-3.1323435,-4.6436563,gun_sound_train
ak,400m,right,0.11167048311781609,0.014199996,1796.8499981246189,-432.92413,65.84567,4.464806,-1.697843,-6.7395916,10.664452,7.0206566,-0.9173093,-4.0206056,0.36337417,-0.4195154,-1.0266837,-2.4178934,gun_sound_train
deagle,0m,center,0.03650323275862069,0.05040814,1500.562337460687,-350.92838,93.2412,11.645213,16.47437,0.017363474,10.241188,3.8227224,8.144316,4.4010105,6.383098,6.50819,6.876864,6.4282155,gun_sound_train
s12k,0m,center,0.04615099676724138,0.0833046,1895.8212065321063,-266.31366,92.39626,13.797843,18.890734,-0.52172625,10.389933,1.0117413,7.4162006,3.996347,6.633161,4.3974495,5.8586264,3.8966742,gun_sound_train
ak,400m,front,0.14003008261494254,0.014759179,2210.609433959477,-333.17413,115.34272,-36.453663,2.5146081,-2.9402704,1.1630924,0.32526788,0.7434365,0.13332336,6.7825704,-5.0896063,1.0104747,-2.8379283,gun_sound_train
gro,0m,center,0.14724205280172414,0.09821889,2714.673604154955,-240.12885,62.573826,9.930188,9.913539,1.8842278,6.1993337,0.024702357,3.8192222,-1.6556902,1.9367751,-1.0076882,1.3097239,-0.93052316,gun_sound_train
m24,400m,left,0.08503951149425287,0.011955473,1849.1201019359962,-292.83597,127.0852,-27.33155,22.49927,-16.268375,14.148014,-11.631395,15.189162,-15.688872,8.929131,-14.423174,3.8011513,-13.618672,gun_sound_train
m4,400m,back,0.0639087194683908,0.0021066742,1021.5078064216672,-565.6881,202.22246,-25.353336,-8.74202,-24.775955,-2.6594782,-7.6990457,-3.1521056,-9.018191,-0.74127984,-4.489355,0.5932716,-3.8897562,gun_sound_train
ak,0m,center,0.06977931932471264,0.074796334,1859.791937165986,-232.54683,113.74001,3.1416476,7.8058424,8.44944,8.201777,4.6599445,10.718975,1.315,5.9455853,1.6761857,0.47467726,-1.1144176,gun_sound_train
p92,0m,center,0.08620128412356322,0.052727744,2392.9903019666804,-251.15712,92.79597,4.277755,17.167871,1.6893113,10.612537,1.2121141,7.440932,-0.1579572,4.3275924,0.58698624,3.928624,-0.99800515,gun_sound_train
m4,400m,left,0.06650727370689655,0.0050883694,1375.5774698035095,-542.41895,152.20793,-15.793883,6.1151524,-3.694095,3.4731987,1.6426283,-5.6132474,-6.2502875,-4.0208054,-4.2717104,-3.563088,-1.9018528,gun_sound_train
ak,100m,front,0.19862383261494254,0.045781028,2686.900531251774,-156.05746,81.25908,-69.31297,25.062222,-20.5019,11.420199,-7.826865,3.2873914,2.210764,4.0674047,-4.487168,1.5945178,-2.6698213,gun_sound_train
m4,600m,front,0.0849328753591954,0.0013791316,1485.6830567517877,-582.4283,157.97517,-8.788533,12.599768,-13.179166,1.7394388,-7.9492645,-0.60184914,-6.577349,2.3032284,-3.400454,2.1730673,-3.695484,gun_sound_train
m4,100m,back,0.08390580100574713,0.03127525,1514.35720956167,-423.698,87.72129,21.972712,4.5849376,-6.770197,1.1751034,-0.573922,-1.2140325,-2.747686,0.51264066,-1.7958274,0.00628661,-2.1468556,gun_sound_train
vec,0m,center,0.08236799568965517,0.066860326,2049.9188021166415,-206.79178,113.77863,9.186481,11.376796,-4.535027,7.6519895,-2.2195292,4.9821043,-0.87252545,4.6943474,3.4207294,3.0615861,1.1006012,gun_sound_train
uzi,0m,center,0.060103493175287355,0.06312337,1530.1502107900683,-357.87158,86.03029,27.163837,10.413383,4.1716065,6.822687,4.7415156,4.423496,5.6313415,9.260234,5.1395373,6.1253633,4.2469735,gun_sound_train
ump,0m,center,0.14483993354885058,0.06016429,2831.8750165717,-205.1924,82.33036,1.4710267,15.897367,-5.1289067,9.626156,-6.502769,6.1647277,-4.1584587,3.7451885,-4.7109,4.042312,-2.8861287,gun_sound_train
pp,0m,center,0.12488775143678162,0.037053328,2629.4896837199467,-286.48245,86.12943,4.0403805,16.99737,-3.4657695,11.192222,-5.3375483,8.432842,-1.6006664,3.9171975,-1.5137359,2.470113,-2.1954305,gun_sound_train
slr,0m,center,0.07734487248563218,0.04356169,2640.25906773804,-308.2041,79.50895,9.050832,17.392433,-5.2545686,10.475938,-3.8287778,10.1438,-1.1848912,5.236219,0.32824492,3.8364646,0.05623482,gun_sound_train
ak,600m,right,0.07648055854885058,0.011286534,1596.08604789588,-476.25827,97.887794,21.50243,-2.500189,-3.391255,4.1268907,-0.70519817,0.2628462,-1.3037652,0.8429919,-2.080099,-0.7971927,-1.5904679,gun_sound_train
nogun,0m,center,0.029319324712643677,0.010973893,2736.2499958529393,-395.48807,61.84046,5.227558,1.6736566,-7.0830894,6.0333176,2.8952415,12.825873,7.0712857,3.3601937,8.207115,9.46214,1.5535874,gun_sound_train
nogun,0m,center,0.027512122844827586,0.0080764145,2544.3976588531227,-409.2618,75.80105,10.514111,8.8216305,-5.393978,6.8774657,0.06989399,10.25079,3.9294574,2.5069652,4.739733,7.3104997,1.7268078,gun_sound_train
nogun,0m,center,0.09106164691091954,0.0010302411,2064.678049323019,-526.0157,112.892075,3.5782614,16.095797,-12.230353,7.9937353,-12.473,5.7615232,-8.7349,3.5406153,-5.07863,1.8325818,-5.6702957,gun_sound_train
pp,0m,center,0.10624887751436782,0.029311318,2404.10336657992,-280.24606,97.43998,3.4590707,15.733572,-4.6289515,9.325998,-4.971755,7.80265,-3.1383364,3.890517,-1.8672954,3.1749344,-1.8261429,gun_sound_train
m24,400m,left,0.0643970007183908,0.00073086325,1205.2973465099185,-607.3809,172.37715,-22.203142,3.4436564,-13.658388,10.129551,-0.8757419,1.8136798,-8.42768,-0.017981168,-4.685207,3.114546,-5.796584,gun_sound_train
m4,50m,right,0.1984105603448276,0.0670858,3067.7546992573884,-148.39816,62.240536,-32.71612,18.845684,-4.1678104,25.266186,10.04434,13.358195,-2.52416,5.274443,-4.5267954,0.858222,-3.76548,gun_sound_train
m16,0m,center,0.05180832435344827,0.07155658,1570.4933999200039,-323.61212,107.3365,29.688887,17.25386,7.709321,10.553971,3.3752017,6.700958,3.2204175,3.2161574,1.0725635,2.7528825,1.7109765,gun_sound_train
gro,0m,center,0.14586139547413793,0.074412055,2472.8077769519623,-251.64929,63.366066,12.599625,12.219516,-1.159011,4.1458316,-0.4168571,3.8194818,-1.935888,3.3580961,0.21774033,2.4932036,-1.3834876,gun_sound_train
m24,600m,left,0.08236799568965517,0.0031304804,1539.0524166912664,-547.5733,146.32578,-18.062725,6.599499,-7.5806813,2.820837,-4.105202,-4.5924373,-3.5913758,2.1029367,-0.81954736,1.070184,-1.0199524,gun_sound_train
gro,0m,center,0.15067124640804597,0.11339127,2733.1498900783636,-227.62595,55.707554,8.535289,12.714099,3.3346004,6.5795674,-0.42778575,2.595527,-3.0151627,0.47046235,-1.925051,2.3947232,-0.3873198,gun_sound_train
m24,200m,right,0.0942944055316092,0.0034736567,1741.17858511334,-529.2282,132.6238,-12.686177,10.752084,-3.5123744,6.9530177,-0.5227263,-5.526638,-5.071629,-0.790728,-1.7880104,0.18537574,-1.3673916,gun_sound_train
uzi,0m,center,0.05721309267241379,0.059778478,1496.728967117726,-378.18195,86.66703,29.124838,11.063223,5.4794865,8.406572,4.866912,5.1423984,3.0897107,8.021889,4.9499598,6.41031,3.7814333,gun_sound_train
nogun,0m,center,0.01991850754310345,0.009222685,1963.035628083514,-443.94382,84.891655,7.6007094,24.552818,-6.078196,13.457629,-7.6671753,11.0736,-1.347702,8.039602,0.61276555,8.316306,2.2905543,gun_sound_train
p92,0m,center,0.11218682650862069,0.09624348,2642.1719549755035,-174.12897,84.52147,7.111928,14.358863,-3.527428,5.8138013,-0.26723826,6.0218353,0.35698286,2.3924265,0.4993878,3.3428376,-1.7150763,gun_sound_train
m24,100m,left,0.05370532507183908,0.00057318347,1239.3960997317822,-631.1417,159.237,-11.18468,22.641647,-8.182848,6.2990856,-8.067063,-1.7766407,-9.46952,0.008705011,-6.456512,1.9562564,-4.957474,gun_sound_train
win,0m,center,0.06223060344827586,0.011298447,1333.2093900383854,-485.01465,47.700993,28.859308,12.667618,0.045354556,-4.2031784,-4.982819,-3.4468122,-3.073654,-1.8973709,-1.1311363,-0.8247978,-1.2664933,gun_sound_train
dp,0m,center,0.10982399425287356,0.023091298,2372.3976826169555,-286.32065,99.94191,1.144051,17.22285,-8.189216,11.350298,-5.751342,7.5266886,-4.718388,4.015631,-2.6119452,4.754819,-2.9023304,gun_sound_train
m4,600m,right,0.03396080280172414,0.0031969163,671.613133516086,-565.99634,215.05011,1.1134088,16.523546,-6.685147,12.269046,1.319225,1.2741319,-9.023871,-4.0737123,-10.014899,-5.588864,-9.925777,gun_sound_train
vss,0m,center,0.08673446479885058,0.02515965,2030.1535507452563,-437.48755,66.975174,20.03873,7.8561406,-0.6189358,1.9745026,-2.2641146,-0.1479524,-0.7547129,0.84269065,-0.4686714,1.5647382,0.3223937,gun_sound_train
ak,200m,left,0.16524672234195403,0.03731844,2365.4234061776842,-206.00218,103.82881,-60.803535,1.9136491,-13.558341,25.64228,8.80463,5.037584,-6.731343,-3.314422,-12.225381,-8.0298,-7.563667,gun_sound_train
gro,0m,center,0.1291082974137931,0.04155726,2154.9608999726847,-313.09164,107.86445,-5.010594,-10.269094,-4.5207496,2.1798644,-0.1120285,1.178898,-0.78349674,3.2750847,1.6584759,2.275558,1.2681928,gun_sound_train
